,id,rodada_id,pontos,preco,variacao,media,apelido,ult_pontuacao,scout,posicao,clube,status,em_casa
1856,73608,22,0.0,2.41,0.0,0.3,Nenê Bonilha,0.0,"{'FC': 1, 'FF': 1}",mei,FOR,Contundido,1
1904,70116,22,0.0,4.79,0.0,2.92,Fellipe Bastos,4.0,"{'CA': 3, 'FC': 8, 'FD': 2, 'FF': 10, 'FS': 3, 'G': 1, 'PE': 7, 'RB': 13}",mei,VAS,Suspenso,1
1916,70222,22,0.0,3.74,0.0,1.03,Sidão,0.0,"{'DD': 8, 'GS': 8, 'PE': 6}",gol,VAS,Nulo,1
1928,70132,22,0.0,2.74,0.0,0.6,Alan Santos,1.2,"{'FC': 5, 'FF': 1, 'FS': 3, 'PE': 3, 'RB': 2}",mei,BOT,Nulo,0
1940,70666,22,0.0,5.51,0.0,5.05,Marllon,0.0,"{'CA': 1, 'FC': 1, 'FF': 1, 'FS': 7, 'PE': 4, 'RB': 3, 'SG': 1}",zag,COR,Nulo,0
1964,70784,22,0.0,7.0,0.0,0.0,Joao Rojas,0.0,{},ata,SAO,Contundido,0
2000,73858,22,0.0,1.68,0.0,0.61,Jean Cléber,3.9,"{'A': 2, 'CA': 4, 'FC': 19, 'FD': 1, 'FF': 4, 'FS': 12, 'PE': 18, 'RB': 15}",mei,CSA,Provável,1
2036,73974,22,0.0,5.71,0.0,2.9,Alison,-0.2,"{'A': 1, 'CA': 5, 'FC': 26, 'FF': 6, 'FS': 17, 'PE': 14, 'RB': 30}",mei,SAN,Nulo,1
2084,73896,22,0.0,11.16,0.0,2.36,Geuvânio,-2.2,"{'A': 1, 'CA': 3, 'FC': 25, 'FD': 9, 'FF': 12, 'FS': 24, 'FT': 1, 'I': 1, 'PE': 30, 'RB': 17}",ata,ATL,Suspenso,0
2096,70925,22,0.0,3.48,0.07,0.27,Wescley,0.0,"{'CA': 1, 'FC': 8, 'FD': 2, 'FS': 6, 'I': 3, 'PE': 13, 'RB': 6}",mei,CEA,Nulo,0
2120,74074,22,0.0,4.01,0.0,2.15,Claudio Winck,0.0,"{'CA': 1, 'FC': 2, 'FF': 2, 'PE': 6, 'RB': 5}",lat,VAS,Nulo,1
2192,75295,22,0.0,11.04,0.0,3.89,Paolo Guerrero,0.0,"{'CA': 1, 'CV': 1, 'FC': 13, 'FD': 8, 'FF': 15, 'FS': 16, 'FT': 1, 'G': 3, 'I': 8, 'PE': 20, 'RB': 5}",ata,INT,Nulo,0
2216,71019,22,0.0,4.0,0.0,0.0,Bryan Ruíz,0.0,{},mei,SAN,Nulo,1
2228,80080,22,0.0,4.62,0.0,1.13,Brenner,0.0,"{'CA': 4, 'FC': 24, 'FD': 3, 'FF': 7, 'FS': 19, 'FT': 1, 'G': 2, 'I': 6, 'PE': 15, 'RB': 2}",ata,AVA,Nulo,1
2264,77500,22,0.0,2.95,0.0,1.27,Yago,0.0,"{'CA': 3, 'FC': 9, 'FF': 1, 'FS': 2, 'I': 1, 'PE': 11, 'RB': 6, 'SG': 4}",zag,GOI,Contundido,1
2276,80129,22,0.0,3.49,0.0,1.56,Jadson,0.0,"{'CA': 1, 'FC': 10, 'FD': 1, 'FF': 3, 'FS': 14, 'PE': 11, 'RB': 12}",mei,CRU,Nulo,1
2300,71043,22,0.0,2.47,0.0,5.85,Leo,-4.3,"{'CA': 1, 'DD': 7, 'GS': 6, 'PE': 2}",gol,ATL,Dúvida,0
2312,77570,22,0.0,4.23,0.0,1.8,Auremir,0.0,"{'FC': 6, 'FS': 3, 'PE': 8, 'RB': 7}",mei,CEA,Nulo,0
2348,77809,22,0.0,9.48,0.0,5.02,William Pottker,0.0,"{'FC': 4, 'FD': 1, 'FF': 4, 'FS': 2, 'G': 2, 'PE': 6, 'RB': 5}",ata,INT,Nulo,0
2360,78151,22,0.0,4.0,0.0,0.0,Vagner,0.0,{},gol,CHA,Contundido,0
2372,71113,22,0.0,3.62,-0.17,0.22,Felipe Baxola,0.4,"{'CA': 1, 'FC': 7, 'FD': 2, 'FF': 3, 'FS': 2, 'PE': 12, 'RB': 4}",mei,CEA,Provável,0
2408,78435,22,0.0,8.27,0.0,3.5,Vitinho,-1.2,"{'A': 3, 'CA': 1, 'FC': 18, 'FD': 8, 'FF': 12, 'FS': 14, 'G': 3, 'I': 2, 'PE': 27, 'RB': 10}",ata,FLA,Provável,0
2420,78086,22,0.0,6.1,0.0,4.62,César,0.0,"{'DD': 7, 'FS': 1, 'GS': 4, 'SG': 1}",gol,FLA,Nulo,0
2432,78415,22,0.0,3.98,0.0,-0.14,Uribe,-1.6,"{'CA': 3, 'FC': 5, 'FD': 4, 'FF': 6, 'I': 2, 'PE': 9, 'RB': 1}",ata,SAN,Suspenso,1
2456,78495,22,0.0,2.23,0.0,-0.5,Marcos,0.0,"{'DD': 1, 'FS': 1, 'GS': 2}",gol,GOI,Nulo,1
2480,78512,22,0.0,1.93,0.0,0.85,Paulinho,0.0,"{'FC': 7, 'FF': 2, 'FS': 4, 'PE': 9, 'RB': 4}",lat,AVA,Nulo,1
2516,78605,22,0.0,6.63,0.0,3.36,Gabriel,4.4,"{'CA': 1, 'FC': 14, 'FF': 1, 'FS': 4, 'PE': 15, 'RB': 28}",mei,COR,Provável,0
2540,78654,22,0.0,4.0,0.0,0.0,Eduardo Brock,8.0,"{'RB': 2, 'SG': 1}",zag,CEA,Nulo,0
2552,78475,22,0.0,2.0,0.0,0.0,Alex Amado,0.0,{},ata,CEA,Nulo,0
2576,80276,22,0.0,3.0,0.0,0.0,Alexandre Cajuru,0.0,{},gol,CSA,Contundido,1
2624,78855,22,0.0,5.6,0.0,1.55,Thiago Santos,9.2,"{'CA': 3, 'FC': 24, 'FD': 1, 'FF': 1, 'FS': 8, 'G': 1, 'I': 1, 'PE': 8, 'RB': 19}",mei,PAL,Suspenso,1
2660,78865,22,0.0,7.12,0.0,1.4,Rodrigo Dourado,0.0,"{'CA': 1, 'FC': 2, 'FS': 1, 'PE': 2, 'RB': 3}",mei,INT,Contundido,0
2684,78851,22,0.0,4.73,0.0,1.2,Richard,0.0,"{'DD': 1, 'FS': 1, 'GS': 1, 'PE': 1}",gol,CEA,Nulo,0
2708,80363,22,0.0,2.85,0.0,1.13,Ariel Cabral,0.5,"{'CA': 2, 'FC': 10, 'FD': 1, 'FF': 4, 'FS': 6, 'PE': 19, 'RB': 12}",mei,CRU,Nulo,1
2732,80318,22,0.0,3.23,0.0,0.85,Ezequiel ,0.0,"{'CA': 3, 'FC': 13, 'FS': 2, 'I': 1, 'PE': 8, 'RB': 3, 'SG': 3}",lat,BAH,Nulo,0
2744,80394,22,0.0,2.0,0.0,0.0,Matheus Inácio,0.0,{},gol,FOR,Contundido,1
2756,80395,22,0.0,2.11,0.0,0.91,Renatinho,0.0,"{'CA': 1, 'FC': 4, 'FD': 4, 'FF': 4, 'FS': 7, 'I': 1, 'PE': 9, 'RB': 2}",mei,GOI,Contundido,1
2768,80583,22,0.0,4.23,-0.71,0.98,Lucas Lima,0.2,"{'A': 2, 'CA': 2, 'CV': 1, 'FC': 14, 'FD': 2, 'FF': 1, 'FS': 9, 'PE': 12, 'RB': 7}",mei,PAL,Nulo,1
2792,78991,22,0.0,3.0,0.0,0.0,Moisés Ribeiro,0.0,{},mei,CHA,Suspenso,0
2804,79109,22,0.0,4.0,0.0,0.0,Romero,0.0,{},mei,FOR,Nulo,1
2840,80664,22,0.0,2.41,0.0,1.17,Michel,0.0,"{'CA': 1, 'CV': 1, 'FC': 7, 'FS': 6, 'PE': 10, 'RB': 5, 'SG': 2}",lat,COR,Suspenso,0
2852,80337,22,0.0,8.99,0.0,2.26,Arthur Caíke,4.8,"{'A': 1, 'CV': 1, 'FC': 14, 'FD': 6, 'FF': 16, 'FS': 10, 'FT': 1, 'G': 3, 'I': 2, 'PE': 23, 'RB': 6}",ata,BAH,Dúvida,0
2864,80853,22,0.0,13.01,0.0,6.4,Pedro Geromel,-0.3,"{'CA': 3, 'FC': 7, 'FD': 1, 'FF': 3, 'FS': 8, 'G': 2, 'PE': 14, 'RB': 30, 'SG': 4}",zag,GRE,Provável,1
2876,79336,22,0.0,1.76,0.0,1.0,Romário Rodrigues,0.0,"{'FC': 1, 'FF': 1, 'FS': 4, 'PE': 1}",ata,CEA,Nulo,0
2888,80692,22,0.0,9.98,0.0,5.24,Luan,4.2,"{'CA': 1, 'FC': 8, 'FD': 3, 'FF': 2, 'FS': 7, 'PE': 8, 'RB': 16, 'SG': 2}",zag,PAL,Nulo,1
2912,80944,22,0.0,5.27,0.0,1.46,Marlone,0.0,"{'CA': 1, 'FC': 8, 'FF': 6, 'FS': 9, 'FT': 1, 'G': 1, 'I': 1, 'PE': 17, 'RB': 7}",mei,GOI,Contundido,1
2948,80949,22,0.0,3.0,0.0,0.0,Biro Biro,0.0,{},ata,BOT,Contundido,0
2960,81091,22,0.0,6.81,0.0,3.48,Jair,0.0,"{'CA': 2, 'FC': 16, 'FF': 1, 'FS': 14, 'G': 1, 'PE': 13, 'RB': 21}",mei,ATL,Contundido,0
2984,81150,22,0.0,7.71,0.0,-0.3,Mayke,0.0,{'PE': 1},lat,PAL,Nulo,1
2996,81241,22,0.0,3.6,0.0,2.31,Oswaldo Henríquez,6.0,"{'CA': 4, 'FC': 10, 'FD': 2, 'FF': 1, 'FS': 4, 'FT': 1, 'PE': 21, 'RB': 16, 'SG': 6}",zag,VAS,Provável,1
3020,84861,22,0.0,4.35,0.0,1.7,Alex Silva,0.0,"{'CA': 1, 'FC': 2, 'FD': 1, 'FF': 1, 'FS': 3, 'PE': 1, 'RB': 1}",lat,AVA,Contundido,1
3032,84860,22,0.0,4.81,0.0,6.43,Abner Felipe,0.0,"{'A': 2, 'FC': 6, 'FS': 5, 'PE': 9, 'RB': 5, 'SG': 1}",lat,ATL,Nulo,0
3080,81845,22,0.0,8.08,0.0,5.76,Alisson,11.4,"{'A': 5, 'CA': 4, 'FC': 14, 'FD': 8, 'FF': 6, 'FS': 24, 'G': 3, 'PE': 22, 'RB': 15}",mei,GRE,Provável,1
3104,81776,22,0.0,2.36,0.0,1.65,Bruno Nazário,0.0,"{'CA': 1, 'FC': 5, 'FD': 5, 'FF': 3, 'FS': 10, 'FT': 1, 'PE': 11, 'RB': 2}",mei,ATL,Nulo,0
3116,81951,22,0.0,4.23,0.0,2.42,Igor Julião,0.0,"{'CA': 1, 'FC': 14, 'FD': 2, 'FF': 1, 'FS': 13, 'PE': 11, 'RB': 14, 'SG': 3}",lat,FLU,Nulo,0
3128,85423,22,0.0,3.86,0.0,1.45,Valdívia,0.0,"{'A': 1, 'FC': 10, 'FD': 3, 'FF': 5, 'FS': 10, 'PE': 14, 'RB': 5}",mei,VAS,Nulo,1
3140,85425,22,0.0,2.0,0.0,0.0,João Paulo,0.0,{},gol,SAN,Nulo,1
3152,85004,22,0.0,2.0,0.0,0.0,Marcos Felipe ,0.0,{},gol,FLU,Nulo,0
3164,81905,22,0.0,6.0,0.0,0.0,Henrique Dourado,2.0,"{'FD': 1, 'FF': 1}",ata,PAL,Nulo,1
3176,85418,22,0.0,3.0,0.0,0.0,Uilson,0.0,{},gol,ATL,Contundido,0
3188,99460,22,0.0,1.25,0.0,1.6,Caio,0.0,"{'DD': 3, 'GS': 4, 'PE': 4, 'SG': 1}",gol,ATL,Nulo,0
3200,85300,22,0.0,5.18,0.0,1.27,Berrío ,0.0,"{'A': 2, 'CA': 1, 'CV': 1, 'FC': 15, 'FD': 1, 'FF': 6, 'FS': 4, 'G': 1, 'PE': 16, 'RB': 8}",ata,FLA,Contundido,0
3212,91191,22,0.0,9.0,0.0,0.0,Gustavo Blanco,0.0,{},mei,ATL,Contundido,0
3224,81881,22,0.0,6.0,0.0,0.0,João Ricardo,7.0,"{'DD': 5, 'GS': 3, 'PE': 1}",gol,CHA,Provável,0
3236,99462,22,0.0,2.0,0.0,0.0,Wesley,-0.5,"{'CA': 1, 'FC': 2, 'FF': 1, 'FS': 1, 'PE': 1, 'RB': 1}",mei,AVA,Provável,1
3248,82411,22,0.0,5.15,0.0,0.38,Cueva,0.0,"{'CA': 1, 'FC': 4, 'FS': 4, 'PE': 12, 'RB': 5}",mei,SAN,Nulo,1
3272,99474,22,0.0,3.4,0.0,2.9,Wenderson,0.0,"{'FS': 4, 'PE': 2, 'RB': 1}",mei,BOT,Nulo,0
3284,82455,22,0.0,9.09,0.0,2.59,Zé Rafael,0.4,"{'A': 1, 'CA': 3, 'FC': 27, 'FD': 6, 'FF': 7, 'FS': 30, 'I': 2, 'PE': 16, 'RB': 15}",mei,PAL,Provável,1
3296,82634,22,0.0,5.0,0.0,0.0,Matheus Galdezani,0.0,{},mei,INT,Contundido,0
3320,84893,22,0.0,3.75,0.0,2.55,Henrique,4.4,"{'CA': 5, 'FC': 16, 'FD': 1, 'FF': 2, 'FS': 20, 'PE': 15, 'RB': 13, 'SG': 4}",lat,VAS,Dúvida,1
3344,99721,22,0.0,1.75,0.0,-2.3,Mascarenhas,0.0,"{'CA': 1, 'PE': 1}",lat,FLU,Contundido,0
3368,99789,22,0.0,3.14,0.0,2.3,Brenner,0.0,"{'FC': 2, 'FD': 2, 'FF': 4, 'FS': 4, 'FT': 1, 'PE': 6, 'RB': 4}",ata,FLU,Nulo,0
3404,99661,22,0.0,1.29,0.0,-0.5,Igor Cássio,0.7,"{'CA': 1, 'FC': 2, 'PE': 1, 'RB': 2}",ata,BOT,Nulo,0
3416,82639,22,0.0,3.41,0.0,2.35,Marcelo Hermes,7.0,"{'A': 1, 'CA': 3, 'FC': 9, 'FD': 1, 'FF': 3, 'FS': 8, 'PE': 17, 'RB': 11, 'SG': 3}",lat,GOI,Nulo,1
3428,82647,22,0.0,4.02,0.0,2.1,Régis,0.0,"{'FD': 1, 'FF': 1, 'FS': 2, 'PE': 1, 'RB': 2}",mei,COR,Nulo,0
3452,82730,22,0.0,5.43,0.0,12.5,Marcelo Rangel,0.0,"{'DD': 6, 'FS': 1, 'GS': 3}",gol,GOI,Nulo,1
3464,82767,22,0.0,2.0,0.0,0.0,Vinícius Araújo,1.0,"{'FC': 2, 'FD': 2, 'FS': 1, 'I': 3, 'PE': 4, 'RB': 1}",ata,AVA,Provável,1
3476,82653,22,0.0,1.41,-0.35,-0.05,Victor Rangel,0.0,"{'CA': 2, 'FC': 13, 'FD': 1, 'FF': 2, 'FS': 17, 'I': 1, 'PE': 10, 'RB': 2}",ata,BOT,Nulo,0
3488,99881,22,0.0,7.1,0.0,3.3,Ricardo,0.0,"{'CA': 2, 'FC': 10, 'FD': 1, 'FF': 4, 'FS': 8, 'G': 1, 'PE': 22, 'RB': 20, 'SG': 2}",zag,VAS,Nulo,1
3500,99900,22,0.0,2.54,0.0,0.97,Luan Pereira,0.0,"{'A': 1, 'CA': 4, 'FC': 7, 'FD': 1, 'FF': 2, 'FS': 10, 'PE': 12, 'RB': 8}",mei,AVA,Nulo,1
3524,88225,22,0.0,5.6,0.0,2.31,Daniel Guedes ,0.0,"{'CA': 2, 'FC': 23, 'FD': 1, 'FF': 2, 'FS': 7, 'I': 2, 'PE': 35, 'RB': 22, 'SG': 4}",lat,GOI,Suspenso,1
3536,85465,22,0.0,10.08,0.0,4.82,Alex Santana,0.0,"{'CA': 2, 'FC': 11, 'FD': 6, 'FF': 13, 'FS': 21, 'FT': 1, 'G': 5, 'PE': 19, 'RB': 11}",mei,BOT,Contundido,0
3548,85626,22,0.0,3.67,0.0,-1.0,Léo,0.0,"{'CA': 1, 'FC': 1, 'RB': 1}",lat,SAO,Nulo,0
3584,99903,22,0.0,1.73,0.0,1.54,Lucas Campos,0.0,"{'CA': 1, 'FC': 7, 'FD': 1, 'FF': 3, 'FS': 8, 'PE': 6, 'RB': 8}",ata,BOT,Nulo,0
3608,82880,22,0.0,5.13,0.0,1.37,Daniel Amorim,0.0,"{'CA': 1, 'FC': 6, 'FD': 3, 'FF': 5, 'FS': 9, 'G': 1, 'I': 2, 'PE': 6}",ata,AVA,Contundido,1
3620,89815,22,0.0,3.21,0.0,0.74,Gustavo Ferrareis,0.0,"{'CA': 2, 'CV': 1, 'FC': 8, 'FD': 4, 'FF': 11, 'FS': 10, 'I': 1, 'PE': 20, 'RB': 5}",mei,AVA,Nulo,1
3632,82943,22,0.0,3.0,0.0,0.0,Matheus Ribeiro,0.0,{},lat,SAN,Nulo,1
3704,100002,22,0.0,1.73,0.0,1.35,Rickson,0.0,"{'FC': 1, 'FF': 1, 'FS': 6, 'PE': 3, 'RB': 2}",mei,BOT,Nulo,0
3716,83199,22,0.0,2.71,0.0,-0.15,Lucão,0.0,{'PE': 1},ata,FLU,Nulo,0
3728,100065,22,0.0,3.74,0.0,1.97,Lincoln,0.0,"{'CA': 1, 'FC': 3, 'FD': 4, 'FF': 3, 'FS': 8, 'G': 1, 'I': 1, 'PE': 8, 'RB': 2}",ata,FLA,Contundido,0
3752,83263,22,0.0,1.0,0.0,0.0,Yuri,0.0,{},mei,BAH,Nulo,0
3764,100290,22,0.0,2.16,0.0,0.0,Lucas Venuto,0.0,"{'FC': 2, 'FF': 1, 'PE': 1}",ata,SAN,Nulo,1
3776,100084,22,0.0,0.82,0.0,0.17,Igor Gomes,1.3,"{'CA': 2, 'FC': 11, 'FD': 3, 'FF': 4, 'FS': 12, 'G': 1, 'PE': 14, 'RB': 4}",mei,SAO,Nulo,0
3812,100125,22,0.0,3.28,0.0,1.21,Thuler,2.5,"{'CA': 2, 'FC': 7, 'FS': 4, 'PE': 7, 'RB': 4, 'SG': 3}",zag,FLA,Nulo,0
3824,83438,22,0.0,4.28,0.0,1.89,Guilherme Parede,-0.2,"{'A': 1, 'CA': 2, 'FC': 18, 'FD': 7, 'FF': 9, 'FS': 28, 'G': 1, 'I': 13, 'PE': 16, 'RB': 6}",ata,INT,Provável,0
3860,100430,22,0.0,1.79,0.0,-0.1,Matheus Matias,0.0,"{'FC': 3, 'FF': 1, 'FS': 1}",ata,AVA,Nulo,1
3872,100652,22,0.0,2.0,0.0,0.0,Yuri Alberto,0.0,{},ata,SAN,Nulo,1
3896,100712,22,0.0,2.0,0.0,0.0,Filipe,0.0,{},gol,COR,Nulo,0
3908,88368,22,0.0,4.33,0.0,1.83,Gabriel Dias,-5.6,"{'CA': 4, 'CV': 1, 'FC': 25, 'FD': 4, 'FF': 4, 'FS': 27, 'I': 1, 'PE': 19, 'RB': 24}",mei,FOR,Suspenso,1
3932,100742,22,0.0,2.96,0.0,1.37,Matheus Henrique,0.0,"{'A': 1, 'CA': 4, 'FC': 19, 'FD': 2, 'FF': 1, 'FS': 14, 'PE': 28, 'RB': 16}",mei,GRE,Dúvida,1
3944,83772,22,0.0,6.6,0.0,3.27,Neilton,1.6,"{'FC': 7, 'FD': 2, 'FF': 7, 'FS': 19, 'G': 1, 'I': 2, 'PE': 20, 'RB': 7}",ata,INT,Nulo,0
3980,83869,22,0.0,3.0,0.0,0.0,Diego Tavares,0.0,{},lat,FOR,Nulo,1
3992,100763,22,0.0,0.9,0.0,0.6,Gabriel Sara,-0.5,"{'FD': 1, 'I': 1, 'PE': 2}",mei,SAO,Nulo,0
